i,j,駅i,駅j,distance,cost
18,42,新神戸,新八代,736.7,10480
18,43,新神戸,新水俣,779.5,10800
18,44,新神戸,出水,795.5,10800
18,45,新神戸,川内,828.2,11120
18,46,新神戸,鹿児島中央,874.3,11340
18,47,新神戸,上野,593.1,9290
18,48,新神戸,大宮,619.8,9610
18,49,新神戸,小山,670.1,9830
18,50,新神戸,宇都宮,699,10150
18,51,新神戸,那須塩原,747.3,10480
18,52,新神戸,新白河,774.9,10800
18,53,新神戸,郡山,816.2,11120
18,54,新神戸,福島,862.3,11340
18,55,新神戸,白石蔵王,896.3,11660
18,56,新神戸,仙台,941.3,11990
18,57,新神戸,古川,984.5,12310
18,58,新神戸,くりこま高原,1005.7,12640
18,59,新神戸,一ノ関,1034.6,12640
18,60,新神戸,水沢江刺,1059.6,12960
18,61,新神戸,北上,1077,12960
18,62,新神戸,新花巻,1089.5,13180
18,63,新神戸,盛岡,1124.8,13500
18,64,新神戸,いわて沼宮内,1155.9,13500
18,65,新神戸,二戸,1190.5,13820
18,66,新神戸,八戸,1221.4,14150
18,67,新神戸,七戸十和田,1257.5,14470
18,68,新神戸,新青森,1303.2,14800
18,69,新神戸,熊谷,654.2,9830
18,70,新神戸,本庄早稲田,675.5,9830
18,71,新神戸,高崎,694.5,10150
18,72,新神戸,上毛高原,741.1,10480
18,73,新神戸,越後湯沢,788.7,10800
18,74,新神戸,浦佐,818.4,11120
18,75,新神戸,長岡,860.1,11340
18,76,新神戸,燕三条,883.3,11660
18,77,新神戸,新潟,923.4,11990
18,78,新神戸,安中榛名,713,10150
18,79,新神戸,軽井沢,736.3,10480
18,80,新神戸,佐久平,753.9,10480
18,81,新神戸,上田,778.7,10800
18,82,新神戸,長野,811.9,11120
18,83,新神戸,飯山,841.8,11340
18,84,新神戸,上越妙高,871.4,11340
18,85,新神戸,糸魚川,908.4,11660
18,86,新神戸,黒部宇奈月温泉,947.6,11990
18,87,新神戸,富山,981.4,12310
18,88,新神戸,新高岡,1000.3,12640
18,89,新神戸,金沢,1040,12640
18,90,新神戸,米沢,902.4,11660
18,91,新神戸,高畠,912.2,11660
18,92,新神戸,赤湯,918.4,11660
18,93,新神戸,かみのやま温泉,937.3,11990
18,94,新神戸,山形,949.4,11990
18,95,新神戸,天童,962.7,12310
18,96,新神戸,さくらんぼ東根,970.4,12310
18,97,新神戸,村山,975.8,12310
18,98,新神戸,大石田,989.2,12310
18,99,新神戸,新庄,1010.9,12640
18,100,新神戸,雫石,1140.8,13500
18,101,新神戸,田沢湖,1164.9,13820
18,102,新神戸,角館,1183.6,13820
18,103,新神戸,大曲,1200.4,14150
18,104,新神戸,秋田,1252.1,14470
19,1,西明石,東京,612.3,9610
19,2,西明石,品川,605.5,9610
19,3,西明石,新横浜,583.5,9290
19,4,西明石,小田原,528.4,8420
19,5,西明石,熱海,507.7,8210
19,6,西明石,三島,491.6,7880
19,7,西明石,新富士,466.1,7560
19,8,西明石,静岡,432.1,7020
19,9,西明石,掛川,383,6480
19,10,西明石,浜松,355.2,5940
19,11,西明石,豊橋,318.7,5400
19,12,西明石,三河安城,276,4750
19,13,西明石,名古屋,246.3,4430
19,14,西明石,岐阜羽島,216,3670
19,15,西明石,米原,166.4,3020
19,16,西明石,京都,98.7,1660
19,17,西明石,新大阪,59.7,970
19,18,西明石,新神戸,22.8,410
19,19,西明石,西明石,0,#N/A
19,20,西明石,姫路,32,580
19,21,西明石,相生,52.7,970
19,22,西明石,岡山,120.6,2270
19,23,西明石,新倉敷,145.8,2590
19,24,西明石,福山,178.9,3020
19,25,西明石,新尾道,199,3350
19,26,西明石,三原,210.5,3670
19,27,西明石,東広島,250.1,4430
19,28,西明石,広島,281.9,5080
19,29,西明石,新岩国,323.3,5620
19,30,西明石,徳山,370.4,6260
19,31,西明石,新山口,414.7,6800
19,32,西明石,厚狭,449.8,7340
19,33,西明石,新下関,476.4,7560
19,34,西明石,小倉,495.4,7880
19,35,西明石,博多,562.6,8960
19,36,西明石,新鳥栖,591.2,9290
19,37,西明石,久留米,598.3,9290
19,38,西明石,筑後船小屋,614.1,9610
19,39,西明石,新大牟田,631.9,9610
19,40,西明石,新玉名,653,9830
19,41,西明石,熊本,681,10150
19,42,西明石,新八代,713.9,10150
19,43,西明石,新水俣,756.7,10480
19,44,西明石,出水,772.7,10800
19,45,西明石,川内,805.4,11120
19,46,西明石,鹿児島中央,851.5,11340
19,47,西明石,上野,615.9,9610
19,48,西明石,大宮,642.6,9830
19,49,西明石,小山,692.9,10150
19,50,西明石,宇都宮,721.8,10480
19,51,西明石,那須塩原,770.1,10800
19,52,西明石,新白河,797.7,10800
19,53,西明石,郡山,839,11120
19,54,西明石,福島,885.1,11660
19,55,西明石,白石蔵王,919.1,11660
19,56,西明石,仙台,964.1,12310
19,57,西明石,古川,1007.3,12640
19,58,西明石,くりこま高原,1028.5,12640
19,59,西明石,一ノ関,1057.4,12960
19,60,西明石,水沢江刺,1082.4,13180
19,61,西明石,北上,1099.8,13180
19,62,西明石,新花巻,1112.3,13180
19,63,西明石,盛岡,1147.6,13500
19,64,西明石,いわて沼宮内,1178.7,13820
19,65,西明石,二戸,1213.3,14150
19,66,西明石,八戸,1244.2,14470
19,67,西明石,七戸十和田,1280.3,14800
19,68,西明石,新青森,1326,15010
19,69,西明石,熊谷,677,9830
19,70,西明石,本庄早稲田,698.3,10150
19,71,西明石,高崎,717.3,10150
19,72,西明石,上毛高原,763.9,10800
19,73,西明石,越後湯沢,811.5,11120
19,74,西明石,浦佐,841.2,11340
19,75,西明石,長岡,882.9,11660
19,76,西明石,燕三条,906.1,11660
19,77,西明石,新潟,946.2,11990
19,78,西明石,安中榛名,735.8,10480
19,79,西明石,軽井沢,759.1,10480
19,80,西明石,佐久平,776.7,10800
19,81,西明石,上田,801.5,11120
19,82,西明石,長野,834.7,11120
19,83,西明石,飯山,864.6,11340
19,84,西明石,上越妙高,894.2,11660
19,85,西明石,糸魚川,931.2,11990
19,86,西明石,黒部宇奈月温泉,970.4,12310
19,87,西明石,富山,1004.2,12640
19,88,西明石,新高岡,1023.1,12640
19,89,西明石,金沢,1062.8,12960
19,90,西明石,米沢,925.2,11990
19,91,西明石,高畠,935,11990
19,92,西明石,赤湯,941.2,11990
19,93,西明石,かみのやま温泉,960.1,12310
19,94,西明石,山形,972.2,12310
19,95,西明石,天童,985.5,12310
19,96,西明石,さくらんぼ東根,993.2,12310
19,97,西明石,村山,998.6,12310
19,98,西明石,大石田,1012,12640
19,99,西明石,新庄,1033.7,12640
19,100,西明石,雫石,1163.6,13820
19,101,西明石,田沢湖,1187.7,13820
19,102,西明石,角館,1206.4,14150
19,103,西明石,大曲,1223.2,14150
19,104,西明石,秋田,1274.9,14470
20,1,姫路,東京,644.3,9830
20,2,姫路,品川,637.5,9610
20,3,姫路,新横浜,615.5,9610
20,4,姫路,小田原,560.4,8960
20,5,姫路,熱海,539.7,8420
20,6,姫路,三島,523.6,8420
20,7,姫路,新富士,498.1,7880
20,8,姫路,静岡,464.1,7560
20,9,姫路,掛川,415,6800
20,10,姫路,浜松,387.2,6480
20,11,姫路,豊橋,350.7,5940
20,12,姫路,三河安城,308,5400
20,13,姫路,名古屋,278.3,4750
20,14,姫路,岐阜羽島,248,4430
20,15,姫路,米原,198.4,3350
20,16,姫路,京都,130.7,2270
20,17,姫路,新大阪,91.7,1660
20,18,姫路,新神戸,54.8,970
20,19,姫路,西明石,32,580
20,20,姫路,姫路,0,#N/A
20,21,姫路,相生,20.7,410
20,22,姫路,岡山,88.6,1490
20,23,姫路,新倉敷,113.8,1940
20,24,姫路,福山,146.9,2590
20,25,姫路,新尾道,167,3020
20,26,姫路,三原,178.5,3020
20,27,姫路,東広島,218.1,3670
20,28,姫路,広島,249.9,4430
20,29,姫路,新岩国,291.3,5080
20,30,姫路,徳山,338.4,5620
20,31,姫路,新山口,382.7,6480
20,32,姫路,厚狭,417.8,6800
20,33,姫路,新下関,444.4,7340
20,34,姫路,小倉,463.4,7560
20,35,姫路,博多,530.6,8420
20,36,姫路,新鳥栖,559.2,8750
20,37,姫路,久留米,566.3,8960
20,38,姫路,筑後船小屋,582.1,9290
20,39,姫路,新大牟田,599.9,9290
20,40,姫路,新玉名,621,9610
20,41,姫路,熊本,649,9830
20,42,姫路,新八代,681.9,10150
20,43,姫路,新水俣,724.7,10480
20,44,姫路,出水,740.7,10480
20,45,姫路,川内,773.4,10800
20,46,姫路,鹿児島中央,819.5,11120
20,47,姫路,上野,647.9,9830
20,48,姫路,大宮,674.6,9830
20,49,姫路,小山,724.9,10480
20,50,姫路,宇都宮,753.8,10480
20,51,姫路,那須塩原,802.1,11120
20,52,姫路,新白河,829.7,11120
20,53,姫路,郡山,871,11340
20,54,姫路,福島,917.1,11660
20,55,姫路,白石蔵王,951.1,11990
20,56,姫路,仙台,996.1,12310
20,57,姫路,古川,1039.3,12640
20,58,姫路,くりこま高原,1060.5,12960
20,59,姫路,一ノ関,1089.4,13180
20,60,姫路,水沢江刺,1114.4,13180
20,61,姫路,北上,1131.8,13500
20,62,姫路,新花巻,1144.3,13500
20,63,姫路,盛岡,1179.6,13820
20,64,姫路,いわて沼宮内,1210.7,14150
20,65,姫路,二戸,1245.3,14470
20,66,姫路,八戸,1276.2,14470
20,67,姫路,七戸十和田,1312.3,14800
20,68,姫路,新青森,1358,15010
20,69,姫路,熊谷,709,10150
20,70,姫路,本庄早稲田,730.3,10480
20,71,姫路,高崎,749.3,10480
20,72,姫路,上毛高原,795.9,10800
20,73,姫路,越後湯沢,843.5,11340
20,74,姫路,浦佐,873.2,11340
20,75,姫路,長岡,914.9,11660
20,76,姫路,燕三条,938.1,11990
20,77,姫路,新潟,978.2,12310
20,78,姫路,安中榛名,767.8,10800
20,79,姫路,軽井沢,791.1,10800
20,80,姫路,佐久平,808.7,11120
20,81,姫路,上田,833.5,11120
20,82,姫路,長野,866.7,11340
20,83,姫路,飯山,896.6,11660
20,84,姫路,上越妙高,926.2,11990
20,85,姫路,糸魚川,963.2,12310
20,86,姫路,黒部宇奈月温泉,1002.4,12640
20,87,姫路,富山,1036.2,12640
20,88,姫路,新高岡,1055.1,12960
20,89,姫路,金沢,1094.8,13180
20,90,姫路,米沢,957.2,11990
20,91,姫路,高畠,967,12310
20,92,姫路,赤湯,973.2,12310
20,93,姫路,かみのやま温泉,992.1,12310
20,94,姫路,山形,1004.2,12640
20,95,姫路,天童,1017.5,12640
20,96,姫路,さくらんぼ東根,1025.2,12640
20,97,姫路,村山,1030.6,12640
20,98,姫路,大石田,1044,12960
20,99,姫路,新庄,1065.7,12960
20,100,姫路,雫石,1195.6,13820
20,101,姫路,田沢湖,1219.7,14150
20,102,姫路,角館,1238.4,14150
20,103,姫路,大曲,1255.2,14470
20,104,姫路,秋田,1306.9,14800
21,1,相生,東京,665,9830
21,2,相生,品川,658.2,9830
21,3,相生,新横浜,636.2,9610
21,4,相生,小田原,581.1,9290
21,5,相生,熱海,560.4,8960
21,6,相生,三島,544.3,8750
21,7,相生,新富士,518.8,8210
21,8,相生,静岡,484.8,7880
21,9,相生,掛川,435.7,7020
21,10,相生,浜松,407.9,6800
21,11,相生,豊橋,371.4,6260
21,12,相生,三河安城,328.7,5620
21,13,相生,名古屋,299,5080
21,14,相生,岐阜羽島,268.7,4750
21,15,相生,米原,219.1,3670
21,16,相生,京都,151.4,2590
21,17,相生,新大阪,112.4,1940
21,18,相生,新神戸,75.5,1320
21,19,相生,西明石,52.7,970
21,20,相生,姫路,20.7,410
21,21,相生,相生,0,#N/A
21,22,相生,岡山,67.9,1140
21,23,相生,新倉敷,93.1,1660
21,24,相生,福山,126.2,2270
21,25,相生,新尾道,146.3,2590
21,26,相生,三原,157.8,2590
21,27,相生,東広島,197.4,3350
21,28,相生,広島,229.2,4000
21,29,相生,新岩国,270.6,4750
21,30,相生,徳山,317.7,5400
21,31,相生,新山口,362,6260
21,32,相生,厚狭,397.1,6480
21,33,相生,新下関,423.7,7020
21,34,相生,小倉,442.7,7340
21,35,相生,博多,509.9,8210
21,36,相生,新鳥栖,538.5,8420
21,37,相生,久留米,545.6,8750
21,38,相生,筑後船小屋,561.4,8960
21,39,相生,新大牟田,579.2,8960
21,40,相生,新玉名,600.3,9610
21,41,相生,熊本,628.3,9610
21,42,相生,新八代,661.2,9830
21,43,相生,新水俣,704,10150
21,44,相生,出水,720,10150
21,45,相生,川内,752.7,10480
21,46,相生,鹿児島中央,798.8,10800
21,47,相生,上野,668.6,9830
21,48,相生,大宮,695.3,10150
21,49,相生,小山,745.6,10480
21,50,相生,宇都宮,774.5,10800
21,51,相生,那須塩原,822.8,11120
21,52,相生,新白河,850.4,11340
21,53,相生,郡山,891.7,11660
21,54,相生,福島,937.8,11990
21,55,相生,白石蔵王,971.8,12310
21,56,相生,仙台,1016.8,12640
21,57,相生,古川,1060,12960
21,58,相生,くりこま高原,1081.2,13180
21,59,相生,一ノ関,1110.1,13180
21,60,相生,水沢江刺,1135.1,13500
21,61,相生,北上,1152.5,13500
21,62,相生,新花巻,1165,13820
21,63,相生,盛岡,1200.3,14150
21,64,相生,いわて沼宮内,1231.4,14150
21,65,相生,二戸,1266,14470
21,66,相生,八戸,1296.9,14800
21,67,相生,七戸十和田,1333,15010
21,68,相生,新青森,1378.7,15340
21,69,相生,熊谷,729.7,10480
21,70,相生,本庄早稲田,751,10480
21,71,相生,高崎,770,10800
21,72,相生,上毛高原,816.6,11120
21,73,相生,越後湯沢,864.2,11340
21,74,相生,浦佐,893.9,11660
21,75,相生,長岡,935.6,11990
21,76,相生,燕三条,958.8,11990
21,77,相生,新潟,998.9,12310
21,78,相生,安中榛名,788.5,10800
21,79,相生,軽井沢,811.8,11120
21,80,相生,佐久平,829.4,11120
21,81,相生,上田,854.2,11340
21,82,相生,長野,887.4,11660
21,83,相生,飯山,917.3,11660
21,84,相生,上越妙高,946.9,11990
21,85,相生,糸魚川,983.9,12310
21,86,相生,黒部宇奈月温泉,1023.1,12640
21,87,相生,富山,1056.9,12960
21,88,相生,新高岡,1075.8,12960
21,89,相生,金沢,1115.5,13180
21,90,相生,米沢,977.9,12310
21,91,相生,高畠,987.7,12310
21,92,相生,赤湯,993.9,12310
21,93,相生,かみのやま温泉,1012.8,12640
21,94,相生,山形,1024.9,12640
21,95,相生,天童,1038.2,12640
21,96,相生,さくらんぼ東根,1045.9,12960
21,97,相生,村山,1051.3,12960
21,98,相生,大石田,1064.7,12960
21,99,相生,新庄,1086.4,13180
21,100,相生,雫石,1216.3,14150
21,101,相生,田沢湖,1240.4,14470
21,102,相生,角館,1259.1,14470
21,103,相生,大曲,1275.9,14470
21,104,相生,秋田,1327.6,15010
22,1,岡山,東京,732.9,10480
22,2,岡山,品川,726.1,10480
22,3,岡山,新横浜,704.1,10150
22,4,岡山,小田原,649,9830
22,5,岡山,熱海,628.3,9610
22,6,岡山,三島,612.2,9610
22,7,岡山,新富士,586.7,9290
22,8,岡山,静岡,552.7,8750
22,9,岡山,掛川,503.6,8210
22,10,岡山,浜松,475.8,7560
22,11,岡山,豊橋,439.3,7020
22,12,岡山,三河安城,396.6,6480
22,13,岡山,名古屋,366.9,6260
22,14,岡山,岐阜羽島,336.6,5620
22,15,岡山,米原,287,5080
22,16,岡山,京都,219.3,3670
22,17,岡山,新大阪,180.3,3350
22,18,岡山,新神戸,143.4,2590
22,19,岡山,西明石,120.6,2270
22,20,岡山,姫路,88.6,1490
22,21,岡山,相生,67.9,1140
22,22,岡山,岡山,0,#N/A
22,23,岡山,新倉敷,25.2,500
22,24,岡山,福山,58.3,970
22,25,岡山,新尾道,78.4,1320
22,26,岡山,三原,89.9,1490
22,27,岡山,東広島,129.5,2270
22,28,岡山,広島,161.3,3020
22,29,岡山,新岩国,202.7,3670
22,30,岡山,徳山,249.8,4430
22,31,岡山,新山口,294.1,5080
22,32,岡山,厚狭,329.2,5620
22,33,岡山,新下関,355.8,5940
22,34,岡山,小倉,374.8,6260
22,35,岡山,博多,442,7340
22,36,岡山,新鳥栖,470.6,7560
22,37,岡山,久留米,477.7,7560
22,38,岡山,筑後船小屋,493.5,7880
22,39,岡山,新大牟田,511.3,8210
22,40,岡山,新玉名,532.4,8420
22,41,岡山,熊本,560.4,8960
22,42,岡山,新八代,593.3,9290
22,43,岡山,新水俣,636.1,9610
22,44,岡山,出水,652.1,9830
22,45,岡山,川内,684.8,10150
22,46,岡山,鹿児島中央,730.9,10480
22,47,岡山,上野,736.5,10480
22,48,岡山,大宮,763.2,10800
22,49,岡山,小山,813.5,11120
22,50,岡山,宇都宮,842.4,11340
22,51,岡山,那須塩原,890.7,11660
22,52,岡山,新白河,918.3,11660
22,53,岡山,郡山,959.6,11990
22,54,岡山,福島,1005.7,12640
22,55,岡山,白石蔵王,1039.7,12640
22,56,岡山,仙台,1084.7,13180
22,57,岡山,古川,1127.9,13500
22,58,岡山,くりこま高原,1149.1,13500
22,59,岡山,一ノ関,1178,13820
22,60,岡山,水沢江刺,1203,14150
22,61,岡山,北上,1220.4,14150
22,62,岡山,新花巻,1232.9,14150
22,63,岡山,盛岡,1268.2,14470
22,64,岡山,いわて沼宮内,1299.3,14800
22,65,岡山,二戸,1333.9,15010
22,66,岡山,八戸,1364.8,15340
22,67,岡山,七戸十和田,1400.9,15660
22,68,岡山,新青森,1446.6,15980
22,69,岡山,熊谷,797.6,10800
22,70,岡山,本庄早稲田,818.9,11120
22,71,岡山,高崎,837.9,11120
22,72,岡山,上毛高原,884.5,11660
22,73,岡山,越後湯沢,932.1,11990
22,74,岡山,浦佐,961.8,12310
22,75,岡山,長岡,1003.5,12640
22,76,岡山,燕三条,1026.7,12640
22,77,岡山,新潟,1066.8,12960
22,78,岡山,安中榛名,856.4,11340
22,79,岡山,軽井沢,879.7,11340
22,80,岡山,佐久平,897.3,11660
22,81,岡山,上田,922.1,11990
22,82,岡山,長野,955.3,11990
22,83,岡山,飯山,985.2,12310
22,84,岡山,上越妙高,1014.8,12640
22,85,岡山,糸魚川,1051.8,12960
22,86,岡山,黒部宇奈月温泉,1091,13180
22,87,岡山,富山,1124.8,13500
22,88,岡山,新高岡,1143.7,13500
22,89,岡山,金沢,1183.4,13820
22,90,岡山,米沢,1045.8,12960
22,91,岡山,高畠,1055.6,12960
22,92,岡山,赤湯,1061.8,12960
22,93,岡山,かみのやま温泉,1080.7,13180
22,94,岡山,山形,1092.8,13180
22,95,岡山,天童,1106.1,13180
22,96,岡山,さくらんぼ東根,1113.8,13180
22,97,岡山,村山,1119.2,13180
22,98,岡山,大石田,1132.6,13500
22,99,岡山,新庄,1154.3,13500
22,100,岡山,雫石,1284.2,14800
22,101,岡山,田沢湖,1308.3,14800
22,102,岡山,角館,1327,15010
22,103,岡山,大曲,1343.8,15010
22,104,岡山,秋田,1395.5,15340
23,1,新倉敷,東京,758.1,10480
23,2,新倉敷,品川,751.3,10480
23,3,新倉敷,新横浜,729.3,10480
23,4,新倉敷,小田原,674.2,9830
23,5,新倉敷,熱海,653.5,9830
23,6,新倉敷,三島,637.4,9610
23,7,新倉敷,新富士,611.9,9610
23,8,新倉敷,静岡,577.9,8960
23,9,新倉敷,掛川,528.8,8420
23,10,新倉敷,浜松,501,8210
23,11,新倉敷,豊橋,464.5,7560
23,12,新倉敷,三河安城,421.8,7020
23,13,新倉敷,名古屋,392.1,6480
23,14,新倉敷,岐阜羽島,361.8,6260
23,15,新倉敷,米原,312.2,5400
23,16,新倉敷,京都,244.5,4430
23,17,新倉敷,新大阪,205.5,3670
23,18,新倉敷,新神戸,168.6,3020
23,19,新倉敷,西明石,145.8,2590
23,20,新倉敷,姫路,113.8,1940
23,21,新倉敷,相生,93.1,1660
23,22,新倉敷,岡山,25.2,500
23,23,新倉敷,新倉敷,0,#N/A
23,24,新倉敷,福山,33.1,580
23,25,新倉敷,新尾道,53.2,970
23,26,新倉敷,三原,64.7,1140
23,27,新倉敷,東広島,104.3,1940
23,28,新倉敷,広島,136.1,2270
23,29,新倉敷,新岩国,177.5,3020
23,30,新倉敷,徳山,224.6,4000
23,31,新倉敷,新山口,268.9,4750
23,32,新倉敷,厚狭,304,5400
23,33,新倉敷,新下関,330.6,5620
23,34,新倉敷,小倉,349.6,5940
23,35,新倉敷,博多,416.8,6800
23,36,新倉敷,新鳥栖,445.4,7340
23,37,新倉敷,久留米,452.5,7340
23,38,新倉敷,筑後船小屋,468.3,7560
23,39,新倉敷,新大牟田,486.1,7880
23,40,新倉敷,新玉名,507.2,8210
23,41,新倉敷,熊本,535.2,8420
23,42,新倉敷,新八代,568.1,8960
23,43,新倉敷,新水俣,610.9,9610
23,44,新倉敷,出水,626.9,9610
23,45,新倉敷,川内,659.6,9830
23,46,新倉敷,鹿児島中央,705.7,10150
23,47,新倉敷,上野,761.7,10800
23,48,新倉敷,大宮,788.4,10800
23,49,新倉敷,小山,838.7,11120
23,50,新倉敷,宇都宮,867.6,11340
23,51,新倉敷,那須塩原,915.9,11660
23,52,新倉敷,新白河,943.5,11990
23,53,新倉敷,郡山,984.8,12310
23,54,新倉敷,福島,1030.9,12640
23,55,新倉敷,白石蔵王,1064.9,12960
23,56,新倉敷,仙台,1109.9,13180
23,57,新倉敷,古川,1153.1,13500
23,58,新倉敷,くりこま高原,1174.3,13820
23,59,新倉敷,一ノ関,1203.2,14150
23,60,新倉敷,水沢江刺,1228.2,14150
23,61,新倉敷,北上,1245.6,14470
23,62,新倉敷,新花巻,1258.1,14470
23,63,新倉敷,盛岡,1293.4,14800
23,64,新倉敷,いわて沼宮内,1324.5,15010
23,65,新倉敷,二戸,1359.1,15010
23,66,新倉敷,八戸,1390,15340
23,67,新倉敷,七戸十和田,1426.1,15660
23,68,新倉敷,新青森,1471.8,15980
23,69,新倉敷,熊谷,822.8,11120
23,70,新倉敷,本庄早稲田,844.1,11340
23,71,新倉敷,高崎,863.1,11340
23,72,新倉敷,上毛高原,909.7,11660
23,73,新倉敷,越後湯沢,957.3,11990
23,74,新倉敷,浦佐,987,12310
23,75,新倉敷,長岡,1028.7,12640
23,76,新倉敷,燕三条,1051.9,12960
23,77,新倉敷,新潟,1092,13180
23,78,新倉敷,安中榛名,881.6,11660
23,79,新倉敷,軽井沢,904.9,11660
23,80,新倉敷,佐久平,922.5,11990
23,81,新倉敷,上田,947.3,11990
23,82,新倉敷,長野,980.5,12310
23,83,新倉敷,飯山,1010.4,12640
23,84,新倉敷,上越妙高,1040,12640
23,85,新倉敷,糸魚川,1077,12960
23,86,新倉敷,黒部宇奈月温泉,1116.2,13180
23,87,新倉敷,富山,1150,13500
23,88,新倉敷,新高岡,1168.9,13820
23,89,新倉敷,金沢,1208.6,14150
23,90,新倉敷,米沢,1071,12960
23,91,新倉敷,高畠,1080.8,13180
23,92,新倉敷,赤湯,1087,13180
23,93,新倉敷,かみのやま温泉,1105.9,13180
23,94,新倉敷,山形,1118,13180
23,95,新倉敷,天童,1131.3,13500
23,96,新倉敷,さくらんぼ東根,1139,13500
23,97,新倉敷,村山,1144.4,13500
23,98,新倉敷,大石田,1157.8,13500
23,99,新倉敷,新庄,1179.5,13820
23,100,新倉敷,雫石,1309.4,14800
23,101,新倉敷,田沢湖,1333.5,15010
23,102,新倉敷,角館,1352.2,15010
23,103,新倉敷,大曲,1369,15340
23,104,新倉敷,秋田,1420.7,15660
24,1,福山,東京,791.2,10800
24,2,福山,品川,784.4,10800
24,3,福山,新横浜,762.4,10800
24,4,福山,小田原,707.3,10150
24,5,福山,熱海,686.6,10150
24,6,福山,三島,670.5,9830
24,7,福山,新富士,645,9830
24,8,福山,静岡,611,9610
24,9,福山,掛川,561.9,8960
24,10,福山,浜松,534.1,8420
24,11,福山,豊橋,497.6,7880
24,12,福山,三河安城,454.9,7340
24,13,福山,名古屋,425.2,7020
24,14,福山,岐阜羽島,394.9,6480
24,15,福山,米原,345.3,5940
24,16,福山,京都,277.6,4750
24,17,福山,新大阪,238.6,4000
24,18,福山,新神戸,201.7,3670
24,19,福山,西明石,178.9,3020
24,20,福山,姫路,146.9,2590
24,21,福山,相生,126.2,2270
24,22,福山,岡山,58.3,970
24,23,福山,新倉敷,33.1,580
24,24,福山,福山,0,#N/A
24,25,福山,新尾道,20.1,410
24,26,福山,三原,31.6,580
24,27,福山,東広島,71.2,1320
24,28,福山,広島,103,1940
24,29,福山,新岩国,144.4,2590
24,30,福山,徳山,191.5,3350
24,31,福山,新山口,235.8,4000
24,32,福山,厚狭,270.9,4750
24,33,福山,新下関,297.5,5080
24,34,福山,小倉,316.5,5400
24,35,福山,博多,383.7,6480
24,36,福山,新鳥栖,412.3,6800
24,37,福山,久留米,419.4,6800
24,38,福山,筑後船小屋,435.2,7020
24,39,福山,新大牟田,453,7340
24,40,福山,新玉名,474.1,7560
24,41,福山,熊本,502.1,8210
24,42,福山,新八代,535,8420
24,43,福山,新水俣,577.8,8960
24,44,福山,出水,593.8,9290
24,45,福山,川内,626.5,9610
24,46,福山,鹿児島中央,672.6,9830
24,47,福山,上野,794.8,10800
24,48,福山,大宮,821.5,11120
24,49,福山,小山,871.8,11340
24,50,福山,宇都宮,900.7,11660
24,51,福山,那須塩原,949,11990
24,52,福山,新白河,976.6,12310
24,53,福山,郡山,1017.9,12640
24,54,福山,福島,1064,12960
24,55,福山,白石蔵王,1098,13180
24,56,福山,仙台,1143,13500
24,57,福山,古川,1186.2,13820
24,58,福山,くりこま高原,1207.4,14150
24,59,福山,一ノ関,1236.3,14150
24,60,福山,水沢江刺,1261.3,14470
24,61,福山,北上,1278.7,14470
24,62,福山,新花巻,1291.2,14800
24,63,福山,盛岡,1326.5,15010
24,64,福山,いわて沼宮内,1357.6,15010
24,65,福山,二戸,1392.2,15340
24,66,福山,八戸,1423.1,15660
24,67,福山,七戸十和田,1459.2,15980
24,68,福山,新青森,1504.9,16310
24,69,福山,熊谷,855.9,11340
24,70,福山,本庄早稲田,877.2,11340
24,71,福山,高崎,896.2,11660
24,72,福山,上毛高原,942.8,11990
24,73,福山,越後湯沢,990.4,12310
24,74,福山,浦佐,1020.1,12640
24,75,福山,長岡,1061.8,12960
24,76,福山,燕三条,1085,13180
24,77,福山,新潟,1125.1,13500
24,78,福山,安中榛名,914.7,11660
24,79,福山,軽井沢,938,11990
24,80,福山,佐久平,955.6,11990
24,81,福山,上田,980.4,12310
24,82,福山,長野,1013.6,12640
24,83,福山,飯山,1043.5,12960
24,84,福山,上越妙高,1073.1,12960
24,85,福山,糸魚川,1110.1,13180
24,86,福山,黒部宇奈月温泉,1149.3,13500
24,87,福山,富山,1183.1,13820
24,88,福山,新高岡,1202,14150
24,89,福山,金沢,1241.7,14470
24,90,福山,米沢,1104.1,13180
24,91,福山,高畠,1113.9,13180
24,92,福山,赤湯,1120.1,13500
24,93,福山,かみのやま温泉,1139,13500
24,94,福山,山形,1151.1,13500
24,95,福山,天童,1164.4,13820
24,96,福山,さくらんぼ東根,1172.1,13820
24,97,福山,村山,1177.5,13820
24,98,福山,大石田,1190.9,13820
24,99,福山,新庄,1212.6,14150
24,100,福山,雫石,1342.5,15010
24,101,福山,田沢湖,1366.6,15340
24,102,福山,角館,1385.3,15340
24,103,福山,大曲,1402.1,15660
24,104,福山,秋田,1453.8,15980
25,1,新尾道,東京,811.3,11120
25,2,新尾道,品川,804.5,11120
25,3,新尾道,新横浜,782.5,10800
25,4,新尾道,小田原,727.4,10480
25,5,新尾道,熱海,706.7,10150
25,6,新尾道,三島,690.6,10150
25,7,新尾道,新富士,665.1,9830
25,8,新尾道,静岡,631.1,9610
25,9,新尾道,掛川,582,9290
25,10,新尾道,浜松,554.2,8750
25,11,新尾道,豊橋,517.7,8210
25,12,新尾道,三河安城,475,7560
25,13,新尾道,名古屋,445.3,7340
25,14,新尾道,岐阜羽島,415,6800
25,15,新尾道,米原,365.4,6260
